ensembl_gene_id	entrezgene_id	athaliana_eg_homolog_ensembl_gene	athaliana_eg_homolog_orthology_type
AUR62035740	110688719	AT1G19830	ortholog_one2many
AUR62035740	110688719	AT1G75580	ortholog_one2many
AUR62024184	110738409	AT3G09680	ortholog_many2many
AUR62024184	110738409	AT5G02960	ortholog_many2many
AUR62024184	110737905	AT3G09680	ortholog_many2many
AUR62024184	110737905	AT5G02960	ortholog_many2many
AUR62024184	110737452	AT3G09680	ortholog_many2many
AUR62024184	110737452	AT5G02960	ortholog_many2many
AUR62024184	110721262	AT3G09680	ortholog_many2many
AUR62024184	110721262	AT5G02960	ortholog_many2many
AUR62024184	110719313	AT3G09680	ortholog_many2many
AUR62024184	110719313	AT5G02960	ortholog_many2many
AUR62024184	110712681	AT3G09680	ortholog_many2many
AUR62024184	110712681	AT5G02960	ortholog_many2many
AUR62024184	110712477	AT3G09680	ortholog_many2many
AUR62024184	110712477	AT5G02960	ortholog_many2many
AUR62024184	110707979	AT3G09680	ortholog_many2many
AUR62024184	110707979	AT5G02960	ortholog_many2many
AUR62037040	110731022	AT5G06290	ortholog_many2many
AUR62037040	110731022	AT3G11630	ortholog_many2many
AUR62035586	110738866	AT4G27680	ortholog_many2many
AUR62035586	110738866	AT5G53540	ortholog_many2many
AUR62015541	110689397	AT4G14305	ortholog_one2many
AUR62015559	110689419	AT3G23300	ortholog_many2many
AUR62015559	110689419	AT1G04430	ortholog_many2many
AUR62015559	110689419	AT4G14360	ortholog_many2many
AUR62004323	110713920	AT1G01770	ortholog_one2many
AUR62021089	110729559	AT3G16520	ortholog_one2many
AUR62016336	110703236	AT1G77350	ortholog_one2one
AUR62003172	110722633	AT5G66740	ortholog_one2many
AUR62002921	110720025	AT1G68830	ortholog_one2many
AUR62014871	110693675	AT1G28440	ortholog_one2one
AUR62020268	110720810	AT3G24190	ortholog_one2one
AUR62007896	110686095	AT1G26340	ortholog_one2many
AUR62027835	110706655	AT1G28230	ortholog_many2many
AUR62027835	110706655	AT1G28220	ortholog_many2many
AUR62027835	110706655	AT2G33750	ortholog_many2many
AUR62025113	110711978	AT5G21100	ortholog_many2many
AUR62025113	110711978	AT5G21105	ortholog_many2many
AUR62006058	110728325	AT4G27700	ortholog_one2many
AUR62009794	110684281	AT2G27710	ortholog_one2many
AUR62009794	110684281	AT3G44590	ortholog_one2many
AUR62009794	110684281	AT2G27720	ortholog_one2many
AUR62013090	110737853	AT5G50290	ortholog_one2many
AUR62017763	110702147	AT5G48335	ortholog_many2many
AUR62017763	110702147	AT3G07580	ortholog_many2many
AUR62034547	110723306	AT2G27190	ortholog_one2many
AUR62031259	110716921	AT4G29850	ortholog_one2many
AUR62031259	110716921	AT2G19350	ortholog_one2many
AUR62031259	110716596	AT4G29850	ortholog_one2many
AUR62031259	110716596	AT2G19350	ortholog_one2many
AUR62035096	110692958	AT5G62340	ortholog_one2many
AUR62035096	110692958	AT5G62350	ortholog_one2many
AUR62035096	110692958	AT4G25260	ortholog_one2many
AUR62035096	110692958	AT3G47380	ortholog_one2many
AUR62002437	110717745	AT2G42260	ortholog_many2many
AUR62002437	110717745	AT3G57860	ortholog_many2many
AUR62006761	110701183	AT5G12010	ortholog_one2many
AUR62008038	110686236	AT2G23700	ortholog_many2many
AUR62008038	110686236	AT5G66600	ortholog_many2many
AUR62017312	110702522	AT1G63000	ortholog_one2one
AUR62031639	110727059	AT5G15090	ortholog_one2many
AUR62031639	110727059	AT3G01280	ortholog_one2many
AUR62004284	110713923	AT1G29900	ortholog_one2many
AUR62028335	110721851	AT4G33150	ortholog_one2many
AUR62028335	110715969	AT4G33150	ortholog_one2many
AUR62014375	110724668	AT5G09810	ortholog_one2many
AUR62005767	110707289	AT1G26840	ortholog_one2one
AUR62005381	110708686	AT1G10590	ortholog_one2many
AUR62011866	110734355	AT5G27470	ortholog_one2many
AUR62042314	110710925	AT1G06230	ortholog_one2one
AUR62008145	110727574	AT5G50180	ortholog_one2many
AUR62008145	110700324	AT5G50180	ortholog_one2many
AUR62012039	110734520	AT5G06760	ortholog_one2many
AUR62005988	110727616	AT5G24520	ortholog_one2one
AUR62038746	110696290	AT4G14320	ortholog_one2many
AUR62038746	110696290	AT3G23390	ortholog_one2many
AUR62038641	110685181	AT3G05990	ortholog_one2one
AUR62043834	110724570	AT3G51260	ortholog_many2many
AUR62043834	110724570	AT5G66140	ortholog_many2many
AUR62043834	110719768	AT3G51260	ortholog_many2many
AUR62043834	110719768	AT5G66140	ortholog_many2many
AUR62043834	110694725	AT3G51260	ortholog_many2many
AUR62043834	110694725	AT5G66140	ortholog_many2many
AUR62009592	110684078	AT2G28830	ortholog_many2many
AUR62009592	110684078	AT3G46510	ortholog_many2many
AUR62033312	110685310	AT1G01760	ortholog_one2many
AUR62006544	110700977	AT4G29070	ortholog_one2many
AUR62020772	110721258	AT1G35550	ortholog_many2many
AUR62020772	110721258	AT1G07920	ortholog_many2many
AUR62020772	110721258	AT1G07940	ortholog_many2many
AUR62020772	110721258	AT5G60390	ortholog_many2many
AUR62020772	110721258	AT1G07930	ortholog_many2many
AUR62020772	110710249	AT1G35550	ortholog_many2many
AUR62020772	110710249	AT1G07920	ortholog_many2many
AUR62020772	110710249	AT1G07940	ortholog_many2many
AUR62020772	110710249	AT5G60390	ortholog_many2many
AUR62020772	110710249	AT1G07930	ortholog_many2many
AUR62020772	110710250	AT1G35550	ortholog_many2many
AUR62020772	110710250	AT1G07920	ortholog_many2many
AUR62020772	110710250	AT1G07940	ortholog_many2many
AUR62020772	110710250	AT5G60390	ortholog_many2many
AUR62020772	110710250	AT1G07930	ortholog_many2many
AUR62020772	110683726	AT1G35550	ortholog_many2many
AUR62020772	110683726	AT1G07920	ortholog_many2many
AUR62020772	110683726	AT1G07940	ortholog_many2many
AUR62020772	110683726	AT5G60390	ortholog_many2many
AUR62020772	110683726	AT1G07930	ortholog_many2many
AUR62020772	110683730	AT1G35550	ortholog_many2many
AUR62020772	110683730	AT1G07920	ortholog_many2many
AUR62020772	110683730	AT1G07940	ortholog_many2many
AUR62020772	110683730	AT5G60390	ortholog_many2many
AUR62020772	110683730	AT1G07930	ortholog_many2many
AUR62024131	110712446	AT5G58370	ortholog_one2many
AUR62024131	110710749	AT5G58370	ortholog_one2many
AUR62040103	110690148	AT5G42650	ortholog_one2many
AUR62012929	110738419	AT4G38370	ortholog_one2many
AUR62013662	110721456	AT3G60590	ortholog_one2many
AUR62008431	110700610	AT5G56320	ortholog_one2many
AUR62026601	110713657	AT1G60010	ortholog_many2many
AUR62026601	110713657	AT1G10530	ortholog_many2many
AUR62014478	110724767	AT1G19530	ortholog_one2many
AUR62014478	110682356	AT1G19530	ortholog_one2many
AUR62006048	110728251	AT4G27750	ortholog_one2many
AUR62007070	110732221	AT1G32760	ortholog_many2many
AUR62007070	110732221	AT4G10630	ortholog_many2many
AUR62021190	110729665	AT1G55630	ortholog_one2many
AUR62021190	110729665	AT3G60050	ortholog_one2many
AUR62015414	110689274	AT1G12200	ortholog_many2many
AUR62015414	110689274	AT1G63370	ortholog_many2many
AUR62015414	110689274	AT1G65860	ortholog_many2many
AUR62015414	110689274	AT1G62560	ortholog_many2many
AUR62015414	110689274	AT1G63390	ortholog_many2many
AUR62015414	110689274	AT1G62580	ortholog_many2many
AUR62015414	110689274	AT1G62570	ortholog_many2many
AUR62015414	110689274	AT1G62540	ortholog_many2many
AUR62015414	110689274	AT1G12140	ortholog_many2many
AUR62015414	110689274	AT1G63340	ortholog_many2many
AUR62015414	110689274	AT1G12130	ortholog_many2many
AUR62015414	110689274	AT1G62620	ortholog_many2many
AUR62015414	110689274	AT1G62600	ortholog_many2many
AUR62015414	110689274	AT1G12160	ortholog_many2many
AUR62002072	110717871	AT3G03000	ortholog_one2one
AUR62015568	110689426	AT1G04420	ortholog_one2many
AUR62040207	110740228	AT2G25900	ortholog_one2many
AUR62016534	110703426	AT1G36280	ortholog_many2many
AUR62016534	110703426	AT4G18440	ortholog_many2many
AUR62014464	110724752	AT1G45130	ortholog_one2many
AUR62007764	110685990	AT1G26130	ortholog_many2many
AUR62007764	110685990	AT1G13210	ortholog_many2many
AUR62007764	110685990	AT1G68710	ortholog_many2many
AUR62007764	110685990	AT3G25610	ortholog_many2many
AUR62015311	110689188	AT4G33370	ortholog_many2many
AUR62015311	110689188	AT5G51280	ortholog_many2many
AUR62029906	110702932	AT1G48540	ortholog_many2many
AUR62029906	110702932	AT3G17920	ortholog_many2many
AUR62018543	110711500	AT3G23800	ortholog_many2many
AUR62018543	110711500	AT4G14030	ortholog_many2many
AUR62018543	110711500	AT4G14040	ortholog_many2many
AUR62005926	110727042	AT5G36300	ortholog_one2many
AUR62000396	110736499	AT1G56430	ortholog_many2many
AUR62000396	110736499	AT1G09240	ortholog_many2many
AUR62000396	110736499	AT5G56080	ortholog_many2many
AUR62000396	110736499	AT5G04950	ortholog_many2many
AUR62000396	110736499	AT4G26483	ortholog_many2many
AUR62007776	110686003	AT1G13550	ortholog_many2many
AUR62007776	110686003	AT1G13510	ortholog_many2many
AUR62007776	110686003	AT1G13480	ortholog_many2many
AUR62007776	110686003	AT1G13540	ortholog_many2many
AUR62007776	110686003	AT1G13490	ortholog_many2many
AUR62007776	110686003	AT1G13470	ortholog_many2many
AUR62007776	110686003	AT1G13530	ortholog_many2many
AUR62007776	110686003	AT1G13500	ortholog_many2many
AUR62007776	110686003	AT1G13520	ortholog_many2many
AUR62031453	110693903	AT5G24030	ortholog_many2many
AUR62031453	110693903	AT4G27970	ortholog_many2many
AUR62019087	110709790	AT1G58200	ortholog_one2many
AUR62006436	110731691	AT3G08710	ortholog_one2many
AUR62008625	110727864	AT3G62810	ortholog_one2many
AUR62042637	110681667	AT1G59740	ortholog_one2many
AUR62011322	110698464	AT2G21710	ortholog_one2many
AUR62025995	110707243	AT3G57610	ortholog_one2one
AUR62025995	110691459	AT3G57610	ortholog_one2one
AUR62016358	110703254	AT5G64870	ortholog_many2many
AUR62016358	110703254	AT5G25260	ortholog_many2many
AUR62016358	110703254	AT5G25250	ortholog_many2many
AUR62037406	110720002	AT1G14830	ortholog_one2many
AUR62037406	110695488	AT1G14830	ortholog_one2many
AUR62018835	110730290	AT3G47130	ortholog_many2many
AUR62018835	110730290	AT3G47150	ortholog_many2many
AUR62018835	110730290	AT3G47140	ortholog_many2many
AUR62037606	110734056	AT3G56070	ortholog_one2one
AUR62028936	110682965	AT2G06010	ortholog_one2many
AUR62001149	110687791	AT4G13030	ortholog_one2many
AUR62004095	110682531	AT4G05380	ortholog_many2many
AUR62004095	110682531	AT1G43910	ortholog_many2many
AUR62033439	110729118	AT1G52730	ortholog_one2many
AUR62033439	110729118	AT3G15610	ortholog_one2many
AUR62033439	110729118	AT1G15470	ortholog_one2many
AUR62033439	110707870	AT1G52730	ortholog_one2many
AUR62033439	110707870	AT3G15610	ortholog_one2many
AUR62033439	110707870	AT1G15470	ortholog_one2many
AUR62036420	110735535	AT5G55590	ortholog_one2many
AUR62011825	110734313	AT1G02640	ortholog_one2many
AUR62004416	110714155	AT1G01470	ortholog_one2many
AUR62001758	110688390	AT2G29080	ortholog_many2many
AUR62001758	110688390	AT1G07510	ortholog_many2many
AUR62005671	110711486	AT4G09650	ortholog_one2one
AUR62014868	110693672	AT5G46100	ortholog_one2one
AUR62008884	110728094	AT4G13210	ortholog_many2many
AUR62008884	110728094	AT3G07010	ortholog_many2many
AUR62008884	110728094	AT3G24670	ortholog_many2many
AUR62008884	110728094	AT5G48900	ortholog_many2many
AUR62024967	110711889	AT2G28370	ortholog_one2many
AUR62000314	110736427	AT4G12800	ortholog_one2many
AUR62026051	110707297	AT2G41700	ortholog_one2one
AUR62043085	110686560	AT1G78450	ortholog_one2many
AUR62043085	110686560	AT1G17100	ortholog_one2many
AUR62043085	110686560	AT1G78460	ortholog_one2many
AUR62003784	110682199	AT5G63480	ortholog_one2many
AUR62016672	110705023	AT4G17650	ortholog_one2many
AUR62004705	110714441	AT1G77740	ortholog_many2many
AUR62004705	110714441	AT1G21980	ortholog_many2many
AUR62041853	110706133	AT5G40140	ortholog_one2many
AUR62003423	110681823	AT5G14100	ortholog_one2many
AUR62021171	110729648	AT4G20850	ortholog_one2one
AUR62021171	110697052	AT4G20850	ortholog_one2one
AUR62011298	110698445	AT2G21590	ortholog_many2many
AUR62011298	110698445	AT4G39210	ortholog_many2many
AUR62017597	110701971	AT3G16610	ortholog_one2one
AUR62028605	110727420	AT5G53270	ortholog_many2many
AUR62028605	110727420	AT5G53260	ortholog_many2many
AUR62028605	110727420	AT1G03120	ortholog_many2many
AUR62022339	110696489	AT1G22060	ortholog_one2many
AUR62009416	110705707	AT3G63490	ortholog_one2one
AUR62009836	110683970	AT3G13784	ortholog_many2many
AUR62009836	110683970	AT1G55120	ortholog_many2many
AUR62009836	110683970	AT3G13790	ortholog_many2many
AUR62039245	110689637	AT3G63200	ortholog_one2many
AUR62000296	110736407	AT3G02730	ortholog_many2many
AUR62000296	110736407	AT5G16400	ortholog_many2many
AUR62025754	110726839	AT4G24780	ortholog_one2many
AUR62034718	110684821	AT3G22590	ortholog_one2many
AUR62004051	110682485	AT3G50850	ortholog_many2many
AUR62004051	110682485	AT5G49560	ortholog_many2many
AUR62032949	110716284	AT3G19970	ortholog_one2many
AUR62017046	110706940	AT5G44300	ortholog_many2many
AUR62017046	110706940	AT1G28330	ortholog_many2many
AUR62017046	110706940	AT2G33830	ortholog_many2many
AUR62005737	110712103	AT1G69800	ortholog_one2one
AUR62020838	110714783	AT4G22330	ortholog_one2many
AUR62024072	110699735	AT1G06260	ortholog_one2one
AUR62008379	110700557	AT5G61730	ortholog_many2many
AUR62008379	110700557	AT3G47730	ortholog_many2many
AUR62008379	110700557	AT5G61690	ortholog_many2many
AUR62009713	110684202	AT3G51680	ortholog_one2many
AUR62029348	110720111	AT4G27430	ortholog_one2one
AUR62039937	110704593	AT1G23130	ortholog_many2many
AUR62039937	110704593	AT5G28000	ortholog_many2many
AUR62039937	110704593	AT1G70890	ortholog_many2many
AUR62039937	110704593	AT1G70840	ortholog_many2many
AUR62039937	110704593	AT1G35310	ortholog_many2many
AUR62039937	110704593	AT1G70860	ortholog_many2many
AUR62039937	110704593	AT1G70850	ortholog_many2many
AUR62039937	110704593	AT1G70880	ortholog_many2many
AUR62039937	110704593	AT1G70830	ortholog_many2many
AUR62039937	110704593	AT1G35260	ortholog_many2many
AUR62039937	110704593	AT5G28010	ortholog_many2many
AUR62025962	110707210	AT3G12160	ortholog_one2one
AUR62042584	110712783	AT2G33700	ortholog_one2one
AUR62018097	110735028	AT5G18840	ortholog_one2one
AUR62011474	110698613	AT1G16690	ortholog_many2many
AUR62011474	110698613	AT1G79020	ortholog_many2many
AUR62013951	110694085	AT3G22480	ortholog_one2many
AUR62003660	110682077	AT5G09690	ortholog_many2many
AUR62003660	110682077	AT5G09720	ortholog_many2many
AUR62003660	110682077	AT5G64560	ortholog_many2many
AUR62009749	110684237	AT2G27730	ortholog_one2many
AUR62002037	110717926	AT4G39710	ortholog_one2many
AUR62004425	110714270	AT2G46225	ortholog_one2many
AUR62009081	110705378	AT5G21482	ortholog_one2many
AUR62001977	110717860	AT3G50400	ortholog_many2many
AUR62001977	110717860	AT2G23540	ortholog_many2many
AUR62031251	110716590	AT4G29510	ortholog_many2many
AUR62031251	110716590	AT2G19670	ortholog_many2many
AUR62043212	110694820	AT3G01560	ortholog_many2many
AUR62043212	110694820	AT5G14540	ortholog_many2many
AUR62009801	110684288	AT3G44620	ortholog_one2many
AUR62032796	110706325	AT1G14185	ortholog_many2many
AUR62032796	110706325	AT1G14190	ortholog_many2many
AUR62031933	110729878	AT4G37840	ortholog_one2one
AUR62002878	110719363	AT1G68540	ortholog_many2many
AUR62002878	110719363	AT1G25460	ortholog_many2many
AUR62009717	110684207	AT2G30300	ortholog_one2many
AUR62033843	110686378	AT3G12280	ortholog_one2many
AUR62002295	110717694	AT1G75330	ortholog_one2many
AUR62000494	110736598	AT2G13690	ortholog_one2many
AUR62023372	110720470	AT5G47030	ortholog_one2many
AUR62000791	110735908	AT5G35732	ortholog_many2many
AUR62000791	110735908	AT2G04795	ortholog_many2many
AUR62003084	110721720	AT1G13700	ortholog_one2many
AUR62013698	110721492	AT1G02050	ortholog_one2many
AUR62019503	110737730	AT3G15090	ortholog_one2one
AUR62020089	110683413	AT2G29590	ortholog_one2many
AUR62000819	110736907	AT1G55000	ortholog_one2one
AUR62000819	110708627	AT1G55000	ortholog_one2one
AUR62026030	110707277	AT2G41820	ortholog_one2one
AUR62014800	110693600	AT4G04930	ortholog_one2many
AUR62030202	110728568	AT5G46230	ortholog_one2one
AUR62028371	110721737	AT4G30550	ortholog_many2many
AUR62028371	110721737	AT4G30540	ortholog_many2many
AUR62028371	110721737	AT2G23960	ortholog_many2many
AUR62028371	110721737	AT2G23970	ortholog_many2many
AUR62028371	110721737	AT4G30530	ortholog_many2many
AUR62039903	110724982	AT5G64980	ortholog_one2one
AUR62014645	110693471	AT1G66345	ortholog_one2one
AUR62033023	110713165	AT1G04810	ortholog_many2many
AUR62033023	110713165	AT2G32730	ortholog_many2many
AUR62025162	110715923	AT2G19385	ortholog_one2many
AUR62030283	110711502	AT3G56480	ortholog_many2many
AUR62030283	110711502	AT2G40820	ortholog_many2many
AUR62030283	110710529	AT3G56480	ortholog_many2many
AUR62030283	110710529	AT2G40820	ortholog_many2many
AUR62019122	110709829	AT4G30890	ortholog_one2many
AUR62026581	110713861	AT1G24095	ortholog_one2one
AUR62024703	110733108	AT5G16390	ortholog_one2many
AUR62022559	110731530	AT4G23340	ortholog_one2many
AUR62008434	110700614	AT5G61440	ortholog_one2many
AUR62033710	110713338	AT4G02920	ortholog_many2many
AUR62033710	110713338	AT1G03340	ortholog_many2many
AUR62018920	110709637	AT3G09270	ortholog_one2many
AUR62013760	110721546	AT5G47200	ortholog_one2many
AUR62013760	110721546	AT4G17530	ortholog_one2many
AUR62013760	110720494	AT5G47200	ortholog_one2many
AUR62013760	110720494	AT4G17530	ortholog_one2many
AUR62033993	110712924	AT4G29640	ortholog_many2many
AUR62033993	110712924	AT4G29570	ortholog_many2many
AUR62033993	110712924	AT4G29650	ortholog_many2many
AUR62033993	110712924	AT4G29600	ortholog_many2many
AUR62033993	110712924	AT4G29580	ortholog_many2many
AUR62033993	110712924	AT4G29620	ortholog_many2many
AUR62033993	110712924	AT2G19570	ortholog_many2many
AUR62033993	110712924	AT4G29610	ortholog_many2many
AUR62033993	110712924	AT4G29630	ortholog_many2many
AUR62000807	110736895	AT1G09020	ortholog_one2one
AUR62009661	110684152	AT3G45780	ortholog_one2many
AUR62041726	110711427	AT4G32760	ortholog_one2many
AUR62009916	110684408	AT1G72480	ortholog_one2many
AUR62017237	110702453	AT1G63440	ortholog_one2many
AUR62026586	110713650	AT1G74110	ortholog_one2many
AUR62022824	110733388	AT3G55750	ortholog_many2many
AUR62022824	110733388	AT1G74270	ortholog_many2many
AUR62022824	110733388	AT1G07070	ortholog_many2many
AUR62022824	110733388	AT1G41880	ortholog_many2many
AUR62022824	110699217	AT3G55750	ortholog_many2many
AUR62022824	110699217	AT1G74270	ortholog_many2many
AUR62022824	110699217	AT1G07070	ortholog_many2many
AUR62022824	110699217	AT1G41880	ortholog_many2many
AUR62005713	110711902	AT1G28120	ortholog_one2one
AUR62030636	110704483	AT4G32400	ortholog_one2one
AUR62043861	110732167	AT2G33230	ortholog_many2many
AUR62043861	110732167	AT1G04610	ortholog_many2many
AUR62043861	110727346	AT2G33230	ortholog_many2many
AUR62043861	110727346	AT1G04610	ortholog_many2many
AUR62028739	110727589	AT5G63100	ortholog_one2many
AUR62001342	110687960	AT3G06530	ortholog_one2many
AUR62026042	110707290	AT2G41760	ortholog_one2one
AUR62039486	110736381	AT5G45740	ortholog_one2many
AUR62020590	110710469	AT5G21920	ortholog_one2many
AUR62014390	110724684	AT4G13770	ortholog_one2many
AUR62003242	110723347	AT3G50380	ortholog_one2many
AUR62001599	110688213	AT5G21010	ortholog_many2many
AUR62001599	110688213	AT3G43700	ortholog_many2many
AUR62014076	110694193	AT2G36240	ortholog_one2many
AUR62009712	110684201	AT2G30260	ortholog_many2many
AUR62009712	110684201	AT1G06960	ortholog_many2many
AUR62037559	110734017	AT1G53330	ortholog_one2many
AUR62023507	110725193	AT4G01120	ortholog_many2many
AUR62023507	110725193	AT2G46270	ortholog_many2many
AUR62003702	110682119	AT1G63855	ortholog_one2one
AUR62013809	110721603	AT2G44530	ortholog_one2many
AUR62004002	110717063	AT3G49910	ortholog_many2many
AUR62004002	110717063	AT5G67510	ortholog_many2many
AUR62004002	110682431	AT3G49910	ortholog_many2many
AUR62004002	110682431	AT5G67510	ortholog_many2many
AUR62040244	110717063	AT3G49910	ortholog_many2many
AUR62040244	110717063	AT5G67510	ortholog_many2many
AUR62040244	110682431	AT3G49910	ortholog_many2many
AUR62040244	110682431	AT5G67510	ortholog_many2many
AUR62027508	110716826	AT4G29720	ortholog_one2many
AUR62000722	110736811	AT5G27030	ortholog_one2one
AUR62000722	110708720	AT5G27030	ortholog_one2one
AUR62002221	110717884	AT5G61480	ortholog_one2many
AUR62008524	110726343	AT2G33040	ortholog_one2many
AUR62008524	110700698	AT2G33040	ortholog_one2many
AUR62013023	110739159	AT2G16860	ortholog_one2one
AUR62038685	110730682	AT5G15580	ortholog_many2many
AUR62038685	110730682	AT3G02170	ortholog_many2many
AUR62012068	110734547	AT1G73620	ortholog_one2many
AUR62012068	110734547	AT1G18250	ortholog_one2many
AUR62009703	110684196	AT2G28590	ortholog_many2many
AUR62009703	110684196	AT1G07870	ortholog_many2many
AUR62006381	110731103	AT5G59310	ortholog_many2many
AUR62006381	110731103	AT2G15050	ortholog_many2many
AUR62006381	110731103	AT5G59320	ortholog_many2many
AUR62006381	110731103	AT2G38540	ortholog_many2many
AUR62006381	110731103	AT3G51600	ortholog_many2many
AUR62006381	110731103	AT3G51590	ortholog_many2many
AUR62006381	110731103	AT2G38530	ortholog_many2many
AUR62008424	110726444	AT1G74460	ortholog_one2many
AUR62008424	110700604	AT1G74460	ortholog_one2many
AUR62033787	110694665	AT1G73740	ortholog_one2many
AUR62004028	110682459	AT2G22850	ortholog_one2many
AUR62004028	110682459	AT3G49760	ortholog_one2many
AUR62016639	110704983	AT3G19050	ortholog_one2many
AUR62003168	110722598	AT4G36660	ortholog_one2many
AUR62034546	110723360	AT1G75490	ortholog_one2many
AUR62019583	110737800	AT1G78800	ortholog_one2many
AUR62013636	110721429	AT1G02010	ortholog_one2many
AUR62016632	110704977	AT2G15790	ortholog_one2many
AUR62019421	110737644	AT3G15358	ortholog_one2many
AUR62019421	110737644	AT1G53035	ortholog_one2many
AUR62013309	110725594	AT5G20250	ortholog_one2one
AUR62041971	110696227	AT4G32870	ortholog_one2many
AUR62016453	110703351	AT1G52315	ortholog_many2many
AUR62016453	110703351	AT1G79910	ortholog_many2many
AUR62028282	110721806	AT1G74960	ortholog_one2many
AUR62033922	110712968	AT4G29780	ortholog_one2many
AUR62002747	110728563	AT5G46210	ortholog_many2many
AUR62002747	110728563	AT4G12100	ortholog_many2many
AUR62002747	110711574	AT5G46210	ortholog_many2many
AUR62002747	110711574	AT4G12100	ortholog_many2many
AUR62024652	110733043	AT3G62420	ortholog_one2many
AUR62007344	110732601	AT1G74340	ortholog_one2many
AUR62031637	110727056	AT3G28720	ortholog_one2one
AUR62020071	110683392	AT5G58980	ortholog_many2many
AUR62020071	110683392	AT1G07380	ortholog_many2many
AUR62004188	110714559	AT2G45260	ortholog_many2many
AUR62004188	110714559	AT4G34080	ortholog_many2many
AUR62004188	110714559	AT4G33320	ortholog_many2many
AUR62004188	110714559	AT4G36100	ortholog_many2many
AUR62026289	110698052	AT1G10370	ortholog_many2many
AUR62026289	110698052	AT1G10360	ortholog_many2many
AUR62026289	110698052	AT1G69920	ortholog_many2many
AUR62026289	110698052	AT1G69930	ortholog_many2many
AUR62026289	110698052	AT1G27140	ortholog_many2many
AUR62026289	110698052	AT1G27130	ortholog_many2many
AUR62001576	110688186	AT5G17560	ortholog_one2many
AUR62029843	110702868	AT1G80920	ortholog_one2one
AUR62029096	110730812	AT1G29940	ortholog_one2one
AUR62007743	110685966	AT2G26970	ortholog_one2many
AUR62006270	110730230	AT5G06290	ortholog_many2many
AUR62006270	110730230	AT3G11630	ortholog_many2many
AUR62024717	110732907	AT2G20515	ortholog_one2one
AUR62018250	110735175	AT5G13570	ortholog_one2many
AUR62037625	110722385	AT1G51710	ortholog_many2many
AUR62037625	110722385	AT3G21280	ortholog_many2many
AUR62011677	110698797	AT2G32270	ortholog_many2many
AUR62011677	110698797	AT1G05300	ortholog_many2many
AUR62005319	110708098	AT1G70230	ortholog_one2many
AUR62007754	110685978	AT1G26120	ortholog_one2many
AUR62011670	110698793	AT4G28580	ortholog_many2many
AUR62011670	110698793	AT3G58970	ortholog_many2many
AUR62007672	110685902	AT1G76990	ortholog_one2many
AUR62026585	110713710	AT3G47130	ortholog_many2many
AUR62026585	110713710	AT3G47150	ortholog_many2many
AUR62026585	110713710	AT3G47140	ortholog_many2many
AUR62033179	110739282	AT1G02940	ortholog_many2many
AUR62033179	110739282	AT1G02930	ortholog_many2many
AUR62033179	110739282	AT2G02930	ortholog_many2many
AUR62033179	110739282	AT1G02920	ortholog_many2many
AUR62033179	110739282	AT1G49860	ortholog_many2many
AUR62033179	110739282	AT4G02520	ortholog_many2many
AUR62033179	110739282	AT2G47730	ortholog_many2many
AUR62033179	110739282	AT1G02950	ortholog_many2many
AUR62013108	110739921	AT4G38810	ortholog_one2one
AUR62020858	110715013	AT3G23840	ortholog_many2many
AUR62020858	110715013	AT4G13840	ortholog_many2many
AUR62037807	110727183	AT5G13930	ortholog_one2many
AUR62040062	110696705	AT2G26530	ortholog_one2many
AUR62040062	110690107	AT2G26530	ortholog_one2many
AUR62005850	110713161	AT4G14615	ortholog_many2many
AUR62005850	110713161	AT1G52825	ortholog_many2many
AUR62029057	110683068	AT1G34190	ortholog_many2many
AUR62029057	110683068	AT1G32870	ortholog_many2many
AUR62029057	110683068	AT1G34180	ortholog_many2many
AUR62040448	110697672	AT4G33870	ortholog_one2one
AUR62007539	110685762	AT5G23400	ortholog_one2many
AUR62012017	110734498	AT1G09590	ortholog_many2many
AUR62012017	110734498	AT1G57860	ortholog_many2many
AUR62012017	110734498	AT1G57660	ortholog_many2many
AUR62012017	110734498	AT1G09690	ortholog_many2many
AUR62012017	110689192	AT1G09590	ortholog_many2many
AUR62012017	110689192	AT1G57860	ortholog_many2many
AUR62012017	110689192	AT1G57660	ortholog_many2many
AUR62012017	110689192	AT1G09690	ortholog_many2many
AUR62041722	110711421	AT5G11540	ortholog_one2many
AUR62041940	110704004	AT3G27520	ortholog_one2one
AUR62038728	110696279	AT4G31300	ortholog_one2many
AUR62008317	110700788	AT1G18980	ortholog_many2many
AUR62008317	110700788	AT1G18970	ortholog_many2many
AUR62008317	110700788	AT1G74820	ortholog_many2many
AUR62007742	110720156	AT1G26110	ortholog_one2many
AUR62007742	110685965	AT1G26110	ortholog_one2many
AUR62023617	110725316	AT3G07750	ortholog_one2many
AUR62000367	110736473	AT5G16510	ortholog_one2many
AUR62027886	110706705	AT1G44760	ortholog_one2many
AUR62044199	110713530	AT5G08550	ortholog_many2many
AUR62044199	110713530	AT5G09210	ortholog_many2many
AUR62004609	110731628	AT1G10950	ortholog_one2many
AUR62004609	110713941	AT1G10950	ortholog_one2many
AUR62033394	110729069	AT5G48040	ortholog_one2one
AUR62026452	110713558	AT5G13930	ortholog_one2many
AUR62016566	110703462	AT5G08290	ortholog_one2many
AUR62034361	110696496	AT5G03280	ortholog_one2many
AUR62034361	110682798	AT5G03280	ortholog_one2many
